
#还有效的源,#genre#
广东卫视高清,http://125.89.163.44:8888/udp/239.77.0.84:5146 -- 0.17 MB/s
广东卫视高清,http://14.121.146.64:554/udp/239.77.0.84:5146 -- 0.41 MB/s
广东卫视高清,http://183.0.201.132:8188/udp/239.77.0.84:5146 -- 0.31 MB/s
广东卫视高清,http://183.45.17.208:60022/udp/239.77.0.84:5146 -- 0.42 MB/s
广东卫视高清,http://183.51.190.237:6633/udp/239.77.0.84:5146 -- 0.25 MB/s
广东卫视高清,http://59.35.185.47:8188/udp/239.77.0.84:5146 -- 0.43 MB/s
广东少儿高清,http://119.131.24.220:9003/udp/239.77.0.250:5146 -- 0.44 MB/s
广东少儿高清,http://120.234.5.28:6000/udp/239.77.0.250:5146 -- 0.39 MB/s
广东少儿高清,http://120.234.5.28:7000/udp/239.77.0.250:5146 -- 0.40 MB/s
广东少儿高清,http://120.234.5.29:6000/udp/239.77.0.250:5146 -- 0.07 MB/s
广东少儿高清,http://120.234.5.29:7000/udp/239.77.0.250:5146 -- 0.22 MB/s
广东少儿高清,http://120.238.99.51:8888/udp/239.77.0.250:5146 -- 0.29 MB/s
广东少儿高清,http://14.121.146.64:554/udp/239.77.0.250:5146 -- 0.41 MB/s
广东少儿高清,http://183.0.201.132:8188/udp/239.77.0.250:5146 -- 0.43 MB/s
广东少儿高清,http://183.45.17.208:60022/udp/239.77.0.250:5146 -- 0.44 MB/s
广东影视高清,http://113.93.28.246:8088/udp/239.77.0.217:5146 -- 0.27 MB/s
广东影视高清,http://119.131.24.220:9003/udp/239.77.0.217:5146 -- 0.12 MB/s
广东影视高清,http://120.234.5.28:6000/udp/239.77.0.217:5146 -- 0.22 MB/s
广东影视高清,http://120.234.5.28:7000/udp/239.77.0.217:5146 -- 0.37 MB/s
广东影视高清,http://120.234.5.29:6000/udp/239.77.0.217:5146 -- 0.23 MB/s
广东影视高清,http://120.234.5.29:7000/udp/239.77.0.217:5146 -- 0.26 MB/s
广东影视高清,http://120.238.99.51:8888/udp/239.77.0.217:5146 -- 0.09 MB/s
广东影视高清,http://125.89.163.44:8888/udp/239.77.0.217:5146 -- 0.23 MB/s
广东影视高清,http://14.121.146.64:554/udp/239.77.0.217:5146 -- 0.41 MB/s
广东影视高清,http://183.45.17.208:60022/udp/239.77.0.217:5146 -- 0.45 MB/s
广东房产,http://119.131.24.220:9003/udp/239.77.0.14:5146 -- 0.10 MB/s
广东房产,http://125.89.163.44:8888/udp/239.77.0.14:5146 -- 0.09 MB/s
广东房产,http://14.121.146.64:554/udp/239.77.0.14:5146 -- 0.11 MB/s
广东房产,http://183.0.201.132:8188/udp/239.77.0.14:5146 -- 0.10 MB/s
广东房产,http://183.45.17.208:60022/udp/239.77.0.14:5146 -- 0.11 MB/s
广东房产,http://183.51.190.237:6633/udp/239.77.0.14:5146 -- 0.01 MB/s
广东新闻高清,http://119.131.24.220:9003/udp/239.77.0.173:5146 -- 0.32 MB/s
广东新闻高清,http://120.234.5.28:6000/udp/239.77.0.173:5146 -- 0.14 MB/s
广东新闻高清,http://120.234.5.28:7000/udp/239.77.0.173:5146 -- 0.18 MB/s
广东新闻高清,http://120.234.5.29:6000/udp/239.77.0.173:5146 -- 0.10 MB/s
广东新闻高清,http://120.234.5.29:7000/udp/239.77.0.173:5146 -- 0.23 MB/s
广东新闻高清,http://120.238.99.51:8888/udp/239.77.0.173:5146 -- 0.40 MB/s
广东新闻高清,http://14.121.146.64:554/udp/239.77.0.173:5146 -- 0.41 MB/s
广东新闻高清,http://183.0.201.132:8188/udp/239.77.0.173:5146 -- 0.04 MB/s
广东新闻高清,http://183.45.17.208:60022/udp/239.77.0.173:5146 -- 0.44 MB/s
广东民生高清,http://119.131.24.220:9003/udp/239.77.0.225:5146 -- 0.26 MB/s
广东民生高清,http://120.238.99.51:8888/udp/239.77.0.225:5146 -- 0.24 MB/s
广东民生高清,http://125.89.163.44:8888/udp/239.77.0.225:5146 -- 0.24 MB/s
广东民生高清,http://14.121.146.64:554/udp/239.77.0.225:5146 -- 0.41 MB/s
广东民生高清,http://183.45.17.208:60022/udp/239.77.0.225:5146 -- 0.43 MB/s
广东珠江超清,http://119.131.24.220:9003/udp/239.77.0.114:5146 -- 0.25 MB/s
广东珠江超清,http://120.238.99.51:8888/udp/239.77.0.114:5146 -- 0.22 MB/s
广东珠江超清,http://125.89.163.44:8888/udp/239.77.0.114:5146 -- 0.43 MB/s
广东珠江超清,http://14.121.146.64:554/udp/239.77.0.114:5146 -- 0.30 MB/s
广东珠江超清,http://183.45.17.208:60022/udp/239.77.0.114:5146 -- 0.42 MB/s
广东珠江超清,http://183.51.190.223:6633/udp/239.77.0.114:5146 -- 0.43 MB/s
广东珠江超清,http://183.51.190.237:6633/udp/239.77.0.114:5146 -- 0.43 MB/s
广东珠江高清,http://113.93.28.246:8088/udp/239.77.0.1:5146 -- 0.44 MB/s
广东珠江高清,http://119.131.24.220:9003/udp/239.77.0.1:5146 -- 0.42 MB/s
广东珠江高清,http://120.234.5.28:6000/udp/239.77.0.1:5146 -- 0.39 MB/s
广东珠江高清,http://120.234.5.28:7000/udp/239.77.0.1:5146 -- 0.23 MB/s
广东珠江高清,http://120.234.5.29:6000/udp/239.77.0.1:5146 -- 0.23 MB/s
广东珠江高清,http://120.234.5.29:7000/udp/239.77.0.1:5146 -- 0.22 MB/s
广东珠江高清,http://120.238.99.51:8888/udp/239.77.0.1:5146 -- 0.25 MB/s
广东珠江高清,http://14.121.146.64:554/udp/239.77.0.1:5146 -- 0.41 MB/s
广东珠江高清,http://183.0.201.132:8188/udp/239.77.0.1:5146 -- 0.43 MB/s
广东珠江高清,http://183.45.17.208:60022/udp/239.77.0.1:5146 -- 0.43 MB/s
广东珠江高清,http://183.51.190.237:6633/udp/239.77.0.1:5146 -- 0.26 MB/s
广东综艺(4k),http://119.131.24.220:9003/udp/239.77.0.244:5146 -- 0.25 MB/s
广东综艺(4k),http://120.238.99.51:8888/udp/239.77.0.244:5146 -- 0.22 MB/s
广东综艺(4k),http://14.112.85.22:40222/udp/239.77.0.244:5146 -- 0.43 MB/s
广东综艺(4k),http://14.121.146.64:554/udp/239.77.0.244:5146 -- 0.40 MB/s
广东综艺(4k),http://183.45.17.208:60022/udp/239.77.0.244:5146 -- 0.32 MB/s
广东综艺(4k),http://183.51.190.223:6633/udp/239.77.0.244:5146 -- 0.24 MB/s
广宗电视,http://120.6.2.177:51888/rtp/239.253.93.50:6203 -- 0.18 MB/s
广宗电视,http://121.29.169.33:888/rtp/239.253.93.50:6203 -- 0.08 MB/s
广宗电视,http://121.29.215.17:888/rtp/239.253.93.50:6203 -- 0.16 MB/s
广宗电视,http://121.29.215.181:888/rtp/239.253.93.50:6203 -- 0.01 MB/s
广宗电视,http://60.10.204.102:7171/rtp/239.253.93.50:6203 -- 0.20 MB/s
广宗电视,http://60.7.56.21:4000/rtp/239.253.93.50:6203 -- 0.19 MB/s
广宗电视,http://60.7.56.33:4000/rtp/239.253.93.50:6203 -- 0.01 MB/s
广平新闻,http://120.6.2.177:51888/rtp/239.253.93.66:6231 -- 0.08 MB/s
广平新闻,http://121.29.169.33:888/rtp/239.253.93.66:6231 -- 0.08 MB/s
广平新闻,http://121.29.215.124:888/rtp/239.253.93.66:6231 -- 0.06 MB/s
广平新闻,http://121.29.215.17:888/rtp/239.253.93.66:6231 -- 0.03 MB/s
广平新闻,http://121.29.215.181:888/rtp/239.253.93.66:6231 -- 0.08 MB/s
广平新闻,http://60.10.204.102:7171/rtp/239.253.93.66:6231 -- 0.14 MB/s
广平新闻,http://60.2.190.206:4000/rtp/239.253.93.66:6231 -- 0.08 MB/s
广平新闻,http://60.7.56.21:4000/rtp/239.253.93.66:6231 -- 0.15 MB/s
广平新闻,http://60.7.56.33:4000/rtp/239.253.93.66:6231 -- 0.08 MB/s
广德新闻综合,http://183.164.55.123:5000/rtp/238.1.78.212:7568 -- 0.14 MB/s
广德新闻综合,http://183.166.57.104:6866/rtp/238.1.78.212:7568 -- 0.21 MB/s
广德新闻综合,http://60.168.226.105:2000/rtp/238.1.78.212:7568 -- 0.03 MB/s
广德新闻综合,http://60.168.226.114:2000/rtp/238.1.78.212:7568 -- 0.08 MB/s
广德新闻综合,http://60.168.226.44:2000/rtp/238.1.78.212:7568 -- 0.00 MB/s
广德生活频道,http://183.164.55.123:5000/rtp/238.1.78.213:7576 -- 0.00 MB/s
广德生活频道,http://183.166.57.104:6866/rtp/238.1.78.213:7576 -- 0.17 MB/s
广德生活频道,http://60.168.226.105:2000/rtp/238.1.78.213:7576 -- 0.13 MB/s
广德生活频道,http://60.168.226.114:2000/rtp/238.1.78.213:7576 -- 0.19 MB/s
广西乐思购,http://220.173.254.144:6665/udp/239.81.0.9:4056 -- 0.26 MB/s
广西卫视,http://171.107.72.142:4000/udp/239.81.0.107:4056 -- 0.14 MB/s
广西卫视,http://171.107.72.142:4000/udp/239.81.0.2:4056 -- 0.10 MB/s
广西卫视,http://220.173.254.144:6665/udp/239.81.0.107:4056 -- 0.40 MB/s
广西卫视,http://220.173.254.144:6665/udp/239.81.0.2:4056 -- 0.26 MB/s
广西卫视高清,http://113.93.28.246:8088/udp/239.77.0.139:5146 -- 0.44 MB/s
广西卫视高清,http://119.131.24.220:9003/udp/239.77.0.139:5146 -- 0.43 MB/s
广西卫视高清,http://120.238.99.51:8888/udp/239.77.0.139:5146 -- 0.15 MB/s
广西卫视高清,http://125.89.163.44:8888/udp/239.77.0.139:5146 -- 0.43 MB/s
广西卫视高清,http://14.121.146.64:554/udp/239.77.0.139:5146 -- 0.41 MB/s
广西卫视高清,http://183.45.17.208:60022/udp/239.77.0.139:5146 -- 0.44 MB/s
广西卫视高清,http://183.51.190.223:6633/udp/239.77.0.139:5146 -- 0.08 MB/s
广西国际,http://171.107.72.142:4000/udp/239.81.0.8:4056 -- 0.34 MB/s
广西国际,http://220.173.254.144:6665/udp/239.81.0.8:4056 -- 0.36 MB/s
广西影视,http://171.107.72.142:4000/udp/239.81.0.250:4056 -- 0.33 MB/s
广西影视,http://171.107.72.142:4000/udp/239.81.0.7:4056 -- 0.09 MB/s
广西影视,http://220.173.254.144:6665/udp/239.81.0.250:4056 -- 0.41 MB/s
广西影视,http://220.173.254.144:6665/udp/239.81.0.7:4056 -- 0.26 MB/s
广西新闻,http://171.107.72.142:4000/udp/239.81.0.248:4056 -- 0.17 MB/s
广西新闻,http://171.107.72.142:4000/udp/239.81.0.5:4056 -- 0.23 MB/s
广西新闻,http://220.173.254.144:6665/udp/239.81.0.248:4056 -- 0.41 MB/s
广西新闻,http://220.173.254.144:6665/udp/239.81.0.5:4056 -- 0.26 MB/s
广西移动电视,http://171.107.72.142:4000/udp/239.81.0.10:4056 -- 0.27 MB/s
广西移动电视,http://220.173.254.144:6665/udp/239.81.0.10:4056 -- 0.26 MB/s
广西综艺,http://171.107.72.142:4000/udp/239.81.0.3:4056 -- 0.22 MB/s
广西综艺,http://220.173.254.144:6665/udp/239.81.0.214:4056 -- 0.41 MB/s
广西综艺,http://220.173.254.144:6665/udp/239.81.0.3:4056 -- 0.26 MB/s
广西都市,http://171.107.72.142:4000/udp/239.81.0.247:4056 -- 0.27 MB/s
广西都市,http://171.107.72.142:4000/udp/239.81.0.4:4056 -- 0.26 MB/s
广西都市,http://220.173.254.144:6665/udp/239.81.0.247:4056 -- 0.41 MB/s
广西都市,http://220.173.254.144:6665/udp/239.81.0.4:4056 -- 0.21 MB/s
库伦电视,http://1.183.176.193:8282/udp/239.29.1.100:5000 -- 0.14 MB/s
库伦电视,http://106.125.156.6:4000/udp/239.29.1.100:5000 -- 0.00 MB/s
康保综合,http://120.6.2.177:51888/rtp/239.253.93.165:6333 -- 0.40 MB/s
康保综合,http://121.29.169.33:888/rtp/239.253.93.165:6333 -- 0.21 MB/s
康保综合,http://121.29.215.124:888/rtp/239.253.93.165:6333 -- 0.16 MB/s
康保综合,http://60.10.204.102:7171/rtp/239.253.93.165:6333 -- 0.39 MB/s
康保综合,http://60.7.56.21:4000/rtp/239.253.93.165:6333 -- 0.21 MB/s
康保综合,http://60.7.56.33:4000/rtp/239.253.93.165:6333 -- 0.06 MB/s
廊坊新闻,http://120.6.2.177:51888/rtp/239.253.92.164:6036 -- 0.20 MB/s
廊坊新闻,http://121.29.169.33:888/rtp/239.253.92.164:6036 -- 0.23 MB/s
廊坊新闻,http://121.29.215.124:888/rtp/239.253.92.164:6036 -- 0.21 MB/s
廊坊新闻,http://121.29.215.181:888/rtp/239.253.92.164:6036 -- 0.00 MB/s
廊坊新闻,http://60.10.204.102:7171/rtp/239.253.92.164:6036 -- 0.43 MB/s
廊坊新闻,http://60.7.56.21:4000/rtp/239.253.92.164:6036 -- 0.00 MB/s
廊坊新闻,http://60.7.56.33:4000/rtp/239.253.92.164:6036 -- 0.30 MB/s
延庆电视台,http://111.193.225.151:8888/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://111.194.150.28:8888/rtp/239.3.1.187:8001 -- 0.26 MB/s
延庆电视台,http://111.196.189.12:5555/rtp/239.3.1.187:8001 -- 0.24 MB/s
延庆电视台,http://111.199.232.176:8188/rtp/239.3.1.187:8001 -- 0.10 MB/s
延庆电视台,http://111.199.237.67:8188/rtp/239.3.1.187:8001 -- 0.27 MB/s
延庆电视台,http://114.243.106.86:8888/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://114.244.117.82:8888/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://114.252.149.21:8890/rtp/239.3.1.187:8001 -- 0.20 MB/s
延庆电视台,http://114.252.236.205:8000/rtp/239.3.1.187:8001 -- 0.12 MB/s
延庆电视台,http://114.252.238.87:8000/rtp/239.3.1.187:8001 -- 0.10 MB/s
延庆电视台,http://114.253.247.226:4022/rtp/239.3.1.187:8001 -- 0.00 MB/s
延庆电视台,http://114.253.76.165:58888/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://114.254.20.116:18888/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://114.254.81.109:2222/rtp/239.3.1.187:8001 -- 0.01 MB/s
延庆电视台,http://114.254.81.48:2222/rtp/239.3.1.187:8001 -- 0.01 MB/s
延庆电视台,http://114.254.88.162:2222/rtp/239.3.1.187:8001 -- 0.23 MB/s
延庆电视台,http://114.254.89.209:2222/rtp/239.3.1.187:8001 -- 0.00 MB/s
延庆电视台,http://123.113.180.31:8000/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://123.113.251.39:8888/rtp/239.3.1.187:8001 -- 0.09 MB/s
延庆电视台,http://123.114.17.98:4000/rtp/239.3.1.187:8001 -- 0.27 MB/s
延庆电视台,http://124.64.235.39:8012/rtp/239.3.1.187:8001 -- 0.14 MB/s
延庆电视台,http://125.34.48.61:8890/rtp/239.3.1.187:8001 -- 0.25 MB/s
延庆电视台,http://221.219.67.213:5957/rtp/239.3.1.187:8001 -- 0.01 MB/s
延庆电视台,http://221.221.219.139:31415/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://221.223.17.137:8888/rtp/239.3.1.187:8001 -- 0.13 MB/s
延庆电视台,http://221.223.17.24:58888/rtp/239.3.1.187:8001 -- 0.27 MB/s
延庆电视台,http://221.223.19.203:58888/rtp/239.3.1.187:8001 -- 0.07 MB/s
延庆电视台,http://221.223.20.56:8888/rtp/239.3.1.187:8001 -- 0.00 MB/s
延庆电视台,http://221.223.42.10:31027/rtp/239.3.1.187:8001 -- 0.04 MB/s
延庆电视台,http://221.223.43.25:31027/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://222.128.169.213:8888/rtp/239.3.1.187:8001 -- 0.25 MB/s
延庆电视台,http://222.129.137.223:8888/rtp/239.3.1.187:8001 -- 0.28 MB/s
延庆电视台,http://222.129.141.10:8888/rtp/239.3.1.187:8001 -- 0.23 MB/s
延庆电视台,http://223.72.25.197:31027/rtp/239.3.1.187:8001 -- 0.29 MB/s
开州综合,http://125.82.168.238:8888/rtp/235.254.198.145:1870 -- 0.14 MB/s
开州综合,http://125.82.171.210:8888/rtp/235.254.198.145:1870 -- 0.37 MB/s
张家口公共,http://120.6.2.177:51888/rtp/239.253.92.226:8116 -- 0.14 MB/s
张家口公共,http://121.29.169.33:888/rtp/239.253.92.226:8116 -- 0.07 MB/s
张家口公共,http://121.29.215.124:888/rtp/239.253.92.226:8116 -- 0.25 MB/s
张家口公共,http://121.29.215.17:888/rtp/239.253.92.226:8116 -- 0.03 MB/s
张家口公共,http://121.29.215.181:888/rtp/239.253.92.226:8116 -- 0.26 MB/s
张家口公共,http://60.10.204.102:7171/rtp/239.253.92.226:8116 -- 0.26 MB/s
张家口公共,http://60.7.56.21:4000/rtp/239.253.92.226:8116 -- 0.23 MB/s
张家口公共,http://60.7.56.33:4000/rtp/239.253.92.226:8116 -- 0.08 MB/s
张家口新闻,http://120.6.2.177:51888/rtp/239.253.92.225:8115 -- 0.13 MB/s
张家口新闻,http://121.29.169.33:888/rtp/239.253.92.225:8115 -- 0.19 MB/s
张家口新闻,http://121.29.215.124:888/rtp/239.253.92.225:8115 -- 0.01 MB/s
张家口新闻,http://121.29.215.17:888/rtp/239.253.92.225:8115 -- 0.00 MB/s
张家口新闻,http://121.29.215.181:888/rtp/239.253.92.225:8115 -- 0.00 MB/s
张家口新闻,http://60.10.204.102:7171/rtp/239.253.92.225:8115 -- 0.07 MB/s
张家口新闻,http://60.2.190.206:4000/rtp/239.253.92.225:8115 -- 0.21 MB/s
张家口新闻,http://60.7.56.21:4000/rtp/239.253.92.225:8115 -- 0.40 MB/s
张家口新闻,http://60.7.56.33:4000/rtp/239.253.92.225:8115 -- 0.03 MB/s
张家界2,http://113.219.24.235:52888/udp/239.76.245.235:1234 -- 0.03 MB/s
张家界2,http://220.169.109.72:802/udp/239.76.245.235:1234 -- 0.16 MB/s
张家界2,http://223.145.224.118:8000/udp/239.76.245.235:1234 -- 0.17 MB/s
张家界综合,http://113.219.24.235:52888/udp/239.76.252.234:9000 -- 0.37 MB/s
张家界综合,http://220.169.109.72:802/udp/239.76.252.234:9000 -- 0.38 MB/s
张家界综合,http://223.145.224.118:8000/udp/239.76.252.234:9000 -- 0.10 MB/s
影视频道,http://1.83.124.134:8888/rtp/239.112.205.175:5140 -- 0.28 MB/s
影视频道,http://124.116.170.138:8081/rtp/239.112.205.175:5140 -- 0.28 MB/s
影视频道,http://219.145.19.161:9999/rtp/239.112.205.175:5140 -- 0.04 MB/s
德州公共,http://140.250.83.219:65235/rtp/239.21.1.76:5002 -- 0.41 MB/s
德州公共,http://182.47.200.64:6777/rtp/239.21.1.76:5002 -- 0.42 MB/s
德州新闻,http://140.250.83.219:65235/rtp/239.21.1.75:5002 -- 0.28 MB/s
德州新闻,http://144.0.5.116:58889/rtp/239.21.1.75:5002 -- 0.23 MB/s
徽州新闻频道,http://183.166.57.104:6866/rtp/238.1.78.138:6976 -- 0.25 MB/s
徽州新闻频道,http://60.168.226.105:2000/rtp/238.1.78.138:6976 -- 0.03 MB/s
徽州新闻频道,http://60.168.226.114:2000/rtp/238.1.78.138:6976 -- 0.28 MB/s
徽州新闻频道,http://60.168.226.44:2000/rtp/238.1.78.138:6976 -- 0.00 MB/s
快乐垂钓,http://113.93.28.246:8088/udp/239.77.0.145:5146 -- 0.32 MB/s
快乐垂钓,http://119.131.24.220:9003/udp/239.77.0.145:5146 -- 0.25 MB/s
快乐垂钓,http://120.238.99.51:8888/udp/239.77.0.145:5146 -- 0.21 MB/s
快乐垂钓,http://125.89.163.44:8888/udp/239.77.0.145:5146 -- 0.43 MB/s
快乐垂钓,http://14.121.146.64:554/udp/239.77.0.145:5146 -- 0.38 MB/s
快乐垂钓,http://171.212.255.133:18889/udp/239.93.1.151:5140 -- 0.37 MB/s
快乐垂钓,http://171.213.136.144:8886/udp/239.93.1.151:5140 -- 0.39 MB/s
快乐垂钓,http://171.213.207.208:8888/udp/239.93.1.151:5140 -- 0.00 MB/s
快乐垂钓,http://183.222.206.14:8096/udp/239.93.1.151:5140 -- 0.42 MB/s
快乐垂钓,http://183.45.17.208:60022/udp/239.77.0.145:5146 -- 0.42 MB/s
快乐垂钓,http://183.51.190.237:6633/udp/239.77.0.145:5146 -- 0.05 MB/s
快乐垂钓,http://218.88.105.148:24022/udp/239.93.1.151:5140 -- 0.01 MB/s
快乐垂钓,http://222.212.14.162:1111/udp/239.93.1.151:5140 -- 0.28 MB/s
快乐垂钓,http://59.35.185.47:8188/udp/239.77.0.145:5146 -- 0.40 MB/s
怀化综合,http://113.219.24.235:52888/udp/239.76.255.12:9000 -- 0.39 MB/s
怀化综合,http://118.251.99.167:8888/udp/239.76.255.12:9000 -- 0.24 MB/s
怀化综合,http://223.145.224.118:8000/udp/239.76.255.12:9000 -- 0.29 MB/s
怀旧剧场高清,http://113.93.28.246:8088/udp/239.253.43.5:5146 -- 0.42 MB/s
怀旧剧场高清,http://119.131.24.220:9003/udp/239.253.43.5:5146 -- 0.37 MB/s
怀旧剧场高清,http://14.121.146.64:554/udp/239.253.43.5:5146 -- 0.40 MB/s
怀旧剧场高清,http://183.45.17.208:60022/udp/239.253.43.5:5146 -- 0.43 MB/s
怀旧剧场高清,http://183.51.190.237:6633/udp/239.253.43.5:5146 -- 0.11 MB/s
怀旧剧场高清,http://59.35.185.47:8188/udp/239.253.43.5:5146 -- 0.14 MB/s
悦美生活,http://1.83.124.134:8888/rtp/239.111.205.30:5140 -- 0.41 MB/s
悦美生活,http://124.116.170.138:8081/rtp/239.111.205.30:5140 -- 0.33 MB/s
悦美生活,http://219.145.19.161:9999/rtp/239.111.205.30:5140 -- 0.24 MB/s
惠民综合,http://140.250.83.219:65235/rtp/239.21.1.181:5002 -- 0.24 MB/s
戏曲,http://111.193.225.151:8888/rtp/239.3.1.78:4120 -- 0.15 MB/s
戏曲,http://111.194.150.28:8888/rtp/239.3.1.78:4120 -- 0.23 MB/s
戏曲,http://111.196.130.76:8012/rtp/239.3.1.78:4120 -- 0.15 MB/s
戏曲,http://111.196.189.12:5555/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://111.199.232.176:8188/rtp/239.3.1.78:4120 -- 0.23 MB/s
戏曲,http://111.199.237.67:8188/rtp/239.3.1.78:4120 -- 0.14 MB/s
戏曲,http://114.243.106.86:8888/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://114.244.117.82:8888/rtp/239.3.1.78:4120 -- 0.09 MB/s
戏曲,http://114.252.149.21:8890/rtp/239.3.1.78:4120 -- 0.09 MB/s
戏曲,http://114.252.236.205:8000/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://114.252.238.87:8000/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://114.253.247.226:4022/rtp/239.3.1.78:4120 -- 0.00 MB/s
戏曲,http://114.253.76.165:58888/rtp/239.3.1.78:4120 -- 0.02 MB/s
戏曲,http://114.254.20.116:18888/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://114.254.81.109:2222/rtp/239.3.1.78:4120 -- 0.04 MB/s
戏曲,http://114.254.81.48:2222/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://114.254.88.162:2222/rtp/239.3.1.78:4120 -- 0.04 MB/s
戏曲,http://114.254.89.209:2222/rtp/239.3.1.78:4120 -- 0.20 MB/s
戏曲,http://118.116.38.54:27777/udp/239.93.0.217:9208 -- 0.24 MB/s
戏曲,http://123.113.180.31:8000/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://123.113.251.39:8888/rtp/239.3.1.78:4120 -- 0.16 MB/s
戏曲,http://123.114.17.98:4000/rtp/239.3.1.78:4120 -- 0.11 MB/s
戏曲,http://124.64.235.39:8012/rtp/239.3.1.78:4120 -- 0.04 MB/s
戏曲,http://125.34.48.61:8890/rtp/239.3.1.78:4120 -- 0.07 MB/s
戏曲,http://171.212.255.133:18889/udp/239.93.0.217:9208 -- 0.23 MB/s
戏曲,http://171.213.136.144:8886/udp/239.93.0.217:9208 -- 0.24 MB/s
戏曲,http://171.213.206.16:8888/udp/239.93.0.217:9208 -- 0.01 MB/s
戏曲,http://171.213.207.208:8888/udp/239.93.0.217:9208 -- 0.13 MB/s
戏曲,http://183.222.206.14:8096/udp/239.93.0.217:9208 -- 0.00 MB/s
戏曲,http://221.219.67.213:5957/rtp/239.3.1.78:4120 -- 0.06 MB/s
戏曲,http://221.221.219.139:31415/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://221.223.17.137:8888/rtp/239.3.1.78:4120 -- 0.04 MB/s
戏曲,http://221.223.17.24:58888/rtp/239.3.1.78:4120 -- 0.22 MB/s
戏曲,http://221.223.19.203:58888/rtp/239.3.1.78:4120 -- 0.22 MB/s
戏曲,http://221.223.20.56:8888/rtp/239.3.1.78:4120 -- 0.00 MB/s
戏曲,http://221.223.42.10:31027/rtp/239.3.1.78:4120 -- 0.24 MB/s
戏曲,http://221.223.43.25:31027/rtp/239.3.1.78:4120 -- 0.23 MB/s
戏曲,http://222.128.169.213:8888/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://222.129.137.223:8888/rtp/239.3.1.78:4120 -- 0.12 MB/s
戏曲,http://222.129.141.10:8888/rtp/239.3.1.78:4120 -- 0.25 MB/s
戏曲,http://222.212.14.162:1111/udp/239.93.0.217:9208 -- 0.25 MB/s
戏曲,http://222.212.84.190:54123/udp/239.93.0.217:9208 -- 0.25 MB/s
戏曲,http://223.72.25.197:31027/rtp/239.3.1.78:4120 -- 0.04 MB/s
戏曲精选,http://118.116.38.54:27777/udp/239.93.0.144:5140 -- 0.33 MB/s
戏曲精选,http://171.212.255.133:18889/udp/239.93.0.144:5140 -- 0.34 MB/s
戏曲精选,http://171.213.136.144:8886/udp/239.93.0.144:5140 -- 0.34 MB/s
戏曲精选,http://171.213.207.208:8888/udp/239.93.0.144:5140 -- 0.10 MB/s
戏曲精选,http://183.222.206.14:8096/udp/239.93.0.144:5140 -- 0.37 MB/s
戏曲精选,http://222.212.14.162:1111/udp/239.93.0.144:5140 -- 0.37 MB/s
成安综合,http://120.6.2.177:51888/rtp/239.253.93.178:6346 -- 0.33 MB/s
成安综合,http://121.29.169.33:888/rtp/239.253.93.178:6346 -- 0.06 MB/s
成安综合,http://121.29.215.124:888/rtp/239.253.93.178:6346 -- 0.20 MB/s
成安综合,http://121.29.215.17:888/rtp/239.253.93.178:6346 -- 0.02 MB/s
成安综合,http://121.29.215.181:888/rtp/239.253.93.178:6346 -- 0.10 MB/s
成安综合,http://60.10.204.102:7171/rtp/239.253.93.178:6346 -- 0.23 MB/s
成安综合,http://60.2.190.206:4000/rtp/239.253.93.178:6346 -- 0.25 MB/s
成安综合,http://60.7.56.21:4000/rtp/239.253.93.178:6346 -- 0.20 MB/s
成安综合,http://60.7.56.33:4000/rtp/239.253.93.178:6346 -- 0.18 MB/s
房县综合,http://119.102.216.64:9000/rtp/239.69.1.192:10794 -- 0.39 MB/s
房县综合,http://119.98.133.175:8088/rtp/239.69.1.192:10794 -- 0.42 MB/s
房县综合,http://171.115.208.10:58888/rtp/239.69.1.192:10794 -- 0.39 MB/s
房县综合,http://171.115.208.55:58888/rtp/239.69.1.192:10794 -- 0.07 MB/s
房县综合,http://171.81.25.18:8888/rtp/239.69.1.192:10794 -- 0.39 MB/s
房县综合,http://219.140.224.38:5555/rtp/239.69.1.192:10794 -- 0.31 MB/s
房县综合,http://27.16.198.214:58888/rtp/239.69.1.192:10794 -- 0.42 MB/s
房县综合,http://59.174.227.82:8880/rtp/239.69.1.192:10794 -- 0.38 MB/s
房山电视台,http://111.193.225.151:8888/rtp/239.3.1.96:8001 -- 0.21 MB/s
