
#天津,#genre#
六安公共频道,http://h.igeizhe.com:2000/rtp/238.1.78.145:7032 -- 0.08 MB/s
六安公共频道,http://yun.igeizhe.com:2000/rtp/238.1.78.145:7032 -- 0.23 MB/s
六安公共频道,http://yc.igeizhe.com:2000/rtp/238.1.78.145:7032 -- 0.43 MB/s
六安公共频道,http://ak.igeizhe.com:2000/rtp/238.1.78.145:7032 -- 0.14 MB/s
六安公共频道,http://nas.191919.xyz:8888/rtp/238.1.78.145:7032 -- 0.39 MB/s
六安公共频道,http://114.96.132.130:8888/rtp/238.1.78.145:7032 -- 0.41 MB/s
六安公共频道,http://60.168.230.197:2000/rtp/238.1.78.145:7032 -- 0.25 MB/s
六安公共频道,http://cr.igeizhe.com:2000/rtp/238.1.78.145:7032 -- 0.16 MB/s
六安公共频道,http://223.240.160.157:5000/rtp/238.1.78.145:7032 -- 0.39 MB/s
六安公共频道,http://tv.igeizhe.com:2000/rtp/238.1.78.145:7032 -- 0.09 MB/s
六安综合频道,http://yc.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.43 MB/s
六安综合频道,http://pan.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.08 MB/s
六安综合频道,http://tv.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.02 MB/s
六安综合频道,http://nas.191919.xyz:8888/rtp/238.1.78.144:7024 -- 0.27 MB/s
六安综合频道,http://cr.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.00 MB/s
六安综合频道,http://223.240.180.139:8888/rtp/238.1.78.144:7024 -- 0.13 MB/s
六安综合频道,http://60.168.229.231:2000/rtp/238.1.78.144:7024 -- 0.24 MB/s
六安综合频道,http://home.pinkfloyd.cn:5000/rtp/238.1.78.144:7024 -- 0.00 MB/s
六安综合频道,http://60.168.230.197:2000/rtp/238.1.78.144:7024 -- 0.34 MB/s
六安综合频道,http://op.191919.xyz:8888/rtp/238.1.78.144:7024 -- 0.40 MB/s
六安综合频道,http://114.96.132.130:8888/rtp/238.1.78.144:7024 -- 0.41 MB/s
六安综合频道,http://h.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.25 MB/s
六安综合频道,http://yun.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.24 MB/s
六安综合频道,http://ak.igeizhe.com:2000/rtp/238.1.78.144:7024 -- 0.12 MB/s
凤阳新闻频道,http://60.168.229.231:2000/rtp/238.1.78.207:7528 -- 0.01 MB/s
凤阳新闻频道,http://nas.191919.xyz:8888/rtp/238.1.78.207:7528 -- 0.01 MB/s
凤阳新闻频道,http://ak.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.02 MB/s
凤阳新闻频道,http://cr.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.04 MB/s
凤阳新闻频道,http://h.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.02 MB/s
凤阳新闻频道,http://pan.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.00 MB/s
凤阳新闻频道,http://60.168.230.197:2000/rtp/238.1.78.207:7528 -- 0.01 MB/s
凤阳新闻频道,http://tv.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.02 MB/s
凤阳新闻频道,http://yun.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.02 MB/s
凤阳新闻频道,http://op.191919.xyz:8888/rtp/238.1.78.207:7528 -- 0.01 MB/s
凤阳新闻频道,http://223.240.180.139:8888/rtp/238.1.78.207:7528 -- 0.00 MB/s
凤阳新闻频道,http://yc.igeizhe.com:2000/rtp/238.1.78.207:7528 -- 0.03 MB/s
凤阳新闻频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.207:7528 -- 0.02 MB/s
利辛新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.196:7440 -- 0.00 MB/s
利辛新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.07 MB/s
利辛新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.196:7440 -- 0.00 MB/s
利辛新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.18 MB/s
利辛新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.14 MB/s
利辛新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.06 MB/s
利辛新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.10 MB/s
利辛新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.03 MB/s
利辛新闻综合,http://223.240.180.139:8888/rtp/238.1.78.196:7440 -- 0.08 MB/s
利辛新闻综合,http://60.168.230.197:2000/rtp/238.1.78.196:7440 -- 0.06 MB/s
利辛新闻综合,http://60.168.229.231:2000/rtp/238.1.78.196:7440 -- 0.02 MB/s
利辛新闻综合,http://114.96.132.130:8888/rtp/238.1.78.196:7440 -- 0.28 MB/s
利辛新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.196:7440 -- 0.11 MB/s
南陵新闻综合,http://114.96.132.130:8888/rtp/238.1.78.189:7384 -- 0.27 MB/s
南陵新闻综合,http://60.168.230.197:2000/rtp/238.1.78.189:7384 -- 0.09 MB/s
南陵新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.08 MB/s
南陵新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.24 MB/s
南陵新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.02 MB/s
南陵新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.189:7384 -- 0.25 MB/s
南陵新闻综合,http://60.168.229.231:2000/rtp/238.1.78.189:7384 -- 0.15 MB/s
南陵新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.02 MB/s
南陵新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.189:7384 -- 0.03 MB/s
南陵新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.08 MB/s
南陵新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.15 MB/s
南陵新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.189:7384 -- 0.00 MB/s
合肥新闻频道,http://223.240.180.139:8888/rtp/238.1.78.111:6760 -- 0.33 MB/s
合肥新闻频道,http://cr.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.25 MB/s
合肥新闻频道,http://114.96.132.130:8888/rtp/238.1.78.111:6760 -- 0.42 MB/s
合肥新闻频道,http://ak.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.25 MB/s
合肥新闻频道,http://yc.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.34 MB/s
合肥新闻频道,http://pan.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.25 MB/s
合肥新闻频道,http://h.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.25 MB/s
合肥新闻频道,http://tv.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.24 MB/s
合肥新闻频道,http://60.168.230.197:2000/rtp/238.1.78.111:6760 -- 0.24 MB/s
合肥新闻频道,http://yun.igeizhe.com:2000/rtp/238.1.78.111:6760 -- 0.25 MB/s
合肥新闻频道,http://60.168.229.231:2000/rtp/238.1.78.111:6760 -- 0.25 MB/s
合肥新闻频道,http://223.240.160.157:5000/rtp/238.1.78.111:6760 -- 0.43 MB/s
合肥新闻频道,http://op.191919.xyz:8888/rtp/238.1.78.111:6760 -- 0.43 MB/s
固镇新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.14 MB/s
固镇新闻综合,http://nas.191919.xyz:8888/rtp/238.1.79.47:4488 -- 0.03 MB/s
固镇新闻综合,http://223.240.180.139:8888/rtp/238.1.79.47:4488 -- 0.05 MB/s
固镇新闻综合,http://home.pinkfloyd.cn:5000/rtp/238.1.79.47:4488 -- 0.23 MB/s
固镇新闻综合,http://op.191919.xyz:8888/rtp/238.1.79.47:4488 -- 0.15 MB/s
固镇新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.07 MB/s
固镇新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.06 MB/s
固镇新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.04 MB/s
固镇新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.05 MB/s
固镇新闻综合,http://114.96.132.130:8888/rtp/238.1.79.47:4488 -- 0.28 MB/s
固镇新闻综合,http://60.168.230.197:2000/rtp/238.1.79.47:4488 -- 0.12 MB/s
固镇新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.15 MB/s
固镇新闻综合,http://60.168.229.231:2000/rtp/238.1.79.47:4488 -- 0.09 MB/s
固镇新闻综合,http://h.igeizhe.com:2000/rtp/238.1.79.47:4488 -- 0.13 MB/s
太平电视台,http://op.191919.xyz:8888/rtp/238.1.78.199:7464 -- 0.15 MB/s
太平电视台,http://ak.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.05 MB/s
太平电视台,http://tv.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.05 MB/s
太平电视台,http://yun.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.06 MB/s
太平电视台,http://60.168.229.231:2000/rtp/238.1.78.199:7464 -- 0.05 MB/s
太平电视台,http://yc.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.17 MB/s
太平电视台,http://223.240.180.139:8888/rtp/238.1.78.199:7464 -- 0.00 MB/s
太平电视台,http://cr.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.22 MB/s
太平电视台,http://nas.191919.xyz:8888/rtp/238.1.78.199:7464 -- 0.00 MB/s
太平电视台,http://60.168.230.197:2000/rtp/238.1.78.199:7464 -- 0.02 MB/s
太平电视台,http://h.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.03 MB/s
太平电视台,http://pan.igeizhe.com:2000/rtp/238.1.78.199:7464 -- 0.23 MB/s
太平电视台,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.199:7464 -- 0.05 MB/s
太平电视台,http://114.96.132.130:8888/rtp/238.1.78.199:7464 -- 0.26 MB/s
太湖新闻综合,http://223.240.180.139:8888/rtp/238.1.79.12:4208 -- 0.03 MB/s
太湖新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.00 MB/s
太湖新闻综合,http://114.96.132.130:8888/rtp/238.1.79.12:4208 -- 0.25 MB/s
太湖新闻综合,http://60.168.229.231:2000/rtp/238.1.79.12:4208 -- 0.21 MB/s
太湖新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.13 MB/s
太湖新闻综合,http://nas.191919.xyz:8888/rtp/238.1.79.12:4208 -- 0.00 MB/s
太湖新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.08 MB/s
太湖新闻综合,http://op.191919.xyz:8888/rtp/238.1.79.12:4208 -- 0.20 MB/s
太湖新闻综合,http://h.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.10 MB/s
太湖新闻综合,http://60.168.230.197:2000/rtp/238.1.79.12:4208 -- 0.19 MB/s
太湖新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.17 MB/s
太湖新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.08 MB/s
太湖新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.79.12:4208 -- 0.12 MB/s
宁国新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.08 MB/s
宁国新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.06 MB/s
宁国新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.11 MB/s
宁国新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.21 MB/s
宁国新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.216:7600 -- 0.25 MB/s
宁国新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.08 MB/s
宁国新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.14 MB/s
宁国新闻综合,http://114.96.132.130:8888/rtp/238.1.78.216:7600 -- 0.26 MB/s
宁国新闻综合,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.216:7600 -- 0.10 MB/s
宁国新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.216:7600 -- 0.15 MB/s
安庆公共频道,http://tv.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.05 MB/s
安庆公共频道,http://223.240.160.157:5000/rtp/238.1.78.118:6816 -- 0.24 MB/s
安庆公共频道,http://pan.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.08 MB/s
安庆公共频道,http://yun.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.00 MB/s
安庆公共频道,http://home.pinkfloyd.cn:5000/rtp/238.1.78.118:6816 -- 0.24 MB/s
安庆公共频道,http://cr.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.13 MB/s
安庆公共频道,http://114.96.132.130:8888/rtp/238.1.78.118:6816 -- 0.25 MB/s
安庆公共频道,http://h.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.06 MB/s
安庆公共频道,http://op.191919.xyz:8888/rtp/238.1.78.118:6816 -- 0.20 MB/s
安庆公共频道,http://223.240.180.139:8888/rtp/238.1.78.118:6816 -- 0.01 MB/s
安庆公共频道,http://60.168.230.197:2000/rtp/238.1.78.118:6816 -- 0.11 MB/s
安庆公共频道,http://60.168.229.231:2000/rtp/238.1.78.118:6816 -- 0.22 MB/s
安庆公共频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.118:6816 -- 0.04 MB/s
安庆公共频道,http://ak.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.07 MB/s
安庆公共频道,http://yc.igeizhe.com:2000/rtp/238.1.78.118:6816 -- 0.23 MB/s
安庆新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.117:6808 -- 0.19 MB/s
安庆新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.15 MB/s
安庆新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.117:6808 -- 0.19 MB/s
安庆新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.01 MB/s
安庆新闻综合,http://60.168.229.231:2000/rtp/238.1.78.117:6808 -- 0.08 MB/s
安庆新闻综合,http://223.240.180.139:8888/rtp/238.1.78.117:6808 -- 0.12 MB/s
安庆新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.06 MB/s
安庆新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.14 MB/s
安庆新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.04 MB/s
安庆新闻综合,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.117:6808 -- 0.03 MB/s
安庆新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.05 MB/s
安庆新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.117:6808 -- 0.04 MB/s
安庆新闻综合,http://114.96.132.130:8888/rtp/238.1.78.117:6808 -- 0.26 MB/s
安庆新闻综合,http://223.240.160.157:5000/rtp/238.1.78.117:6808 -- 0.25 MB/s
安庆新闻综合,http://60.168.230.197:2000/rtp/238.1.78.117:6808 -- 0.24 MB/s
安徽人物频道HD,http://h.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.08 MB/s
安徽人物频道HD,http://cr.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.20 MB/s
安徽人物频道HD,http://ak.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.09 MB/s
安徽人物频道HD,http://nas.191919.xyz:8888/rtp/238.1.79.45:4472 -- 0.00 MB/s
安徽人物频道HD,http://yc.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.15 MB/s
安徽人物频道HD,http://home.pinkfloyd.cn:5000/rtp/238.1.79.45:4472 -- 0.27 MB/s
安徽人物频道HD,http://60.168.229.231:2000/rtp/238.1.79.45:4472 -- 0.02 MB/s
安徽人物频道HD,http://pan.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.14 MB/s
安徽人物频道HD,http://223.240.160.157:5000/rtp/238.1.79.45:4472 -- 0.27 MB/s
安徽人物频道HD,http://114.96.132.130:8888/rtp/238.1.79.45:4472 -- 0.28 MB/s
安徽人物频道HD,http://tv.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.11 MB/s
安徽人物频道HD,http://yun.igeizhe.com:2000/rtp/238.1.79.45:4472 -- 0.12 MB/s
安徽人物频道HD,http://60.168.230.197:2000/rtp/238.1.79.45:4472 -- 0.25 MB/s
安徽公共频道HD,http://cr.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.09 MB/s
安徽公共频道HD,http://60.168.230.197:2000/rtp/238.1.79.43:4456 -- 0.15 MB/s
安徽公共频道HD,http://223.240.160.157:5000/rtp/238.1.79.43:4456 -- 0.26 MB/s
安徽公共频道HD,http://223.240.180.139:8888/rtp/238.1.79.43:4456 -- 0.02 MB/s
安徽公共频道HD,http://h.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.13 MB/s
安徽公共频道HD,http://home.pinkfloyd.cn:5000/rtp/238.1.79.43:4456 -- 0.38 MB/s
安徽公共频道HD,http://pan.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.12 MB/s
安徽公共频道HD,http://yun.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.24 MB/s
安徽公共频道HD,http://60.168.229.231:2000/rtp/238.1.79.43:4456 -- 0.25 MB/s
安徽公共频道HD,http://tv.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.36 MB/s
安徽公共频道HD,http://yc.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.24 MB/s
安徽公共频道HD,http://nas.191919.xyz:8888/rtp/238.1.79.43:4456 -- 0.25 MB/s
安徽公共频道HD,http://ak.igeizhe.com:2000/rtp/238.1.79.43:4456 -- 0.15 MB/s
安徽公共频道HD,http://114.96.132.130:8888/rtp/238.1.79.43:4456 -- 0.41 MB/s
安徽农业科教HD,http://op.191919.xyz:8888/rtp/238.1.79.40:4432 -- 0.39 MB/s
安徽农业科教HD,http://ak.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.02 MB/s
安徽农业科教HD,http://nas.191919.xyz:8888/rtp/238.1.79.40:4432 -- 0.19 MB/s
安徽农业科教HD,http://114.96.132.130:8888/rtp/238.1.79.40:4432 -- 0.41 MB/s
安徽农业科教HD,http://60.168.229.231:2000/rtp/238.1.79.40:4432 -- 0.00 MB/s
安徽农业科教HD,http://yun.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.25 MB/s
安徽农业科教HD,http://cr.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.24 MB/s
安徽农业科教HD,http://yc.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.04 MB/s
安徽农业科教HD,http://h.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.11 MB/s
安徽农业科教HD,http://tv.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.25 MB/s
安徽农业科教HD,http://60.168.230.197:2000/rtp/238.1.79.40:4432 -- 0.25 MB/s
安徽农业科教HD,http://223.240.180.139:8888/rtp/238.1.79.40:4432 -- 0.32 MB/s
安徽农业科教HD,http://pan.igeizhe.com:2000/rtp/238.1.79.40:4432 -- 0.25 MB/s
安徽卫视HD,http://60.168.229.231:2000/rtp/238.1.79.27:4328 -- 0.25 MB/s
安徽卫视HD,http://60.168.230.197:2000/rtp/238.1.79.27:4328 -- 0.25 MB/s
安徽卫视HD,http://nas.191919.xyz:8888/rtp/238.1.79.27:4328 -- 0.24 MB/s
安徽卫视HD,http://tv.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.19 MB/s
安徽卫视HD,http://ak.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.25 MB/s
安徽卫视HD,http://114.96.132.130:8888/rtp/238.1.79.27:4328 -- 0.42 MB/s
安徽卫视HD,http://yc.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.21 MB/s
安徽卫视HD,http://pan.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.08 MB/s
安徽卫视HD,http://h.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.24 MB/s
安徽卫视HD,http://cr.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.25 MB/s
安徽卫视HD,http://op.191919.xyz:8888/rtp/238.1.79.27:4328 -- 0.32 MB/s
安徽卫视HD,http://yun.igeizhe.com:2000/rtp/238.1.79.27:4328 -- 0.24 MB/s
安徽国际频道,http://60.168.230.197:2000/rtp/238.1.78.61:6360 -- 0.41 MB/s
安徽国际频道,http://cr.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.17 MB/s
安徽国际频道,http://nas.191919.xyz:8888/rtp/238.1.78.61:6360 -- 0.15 MB/s
安徽国际频道,http://yun.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.43 MB/s
安徽国际频道,http://223.240.160.157:5000/rtp/238.1.78.61:6360 -- 0.41 MB/s
安徽国际频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.61:6360 -- 0.02 MB/s
安徽国际频道,http://114.96.132.130:8888/rtp/238.1.78.61:6360 -- 0.42 MB/s
安徽国际频道,http://h.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.44 MB/s
安徽国际频道,http://tv.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.14 MB/s
安徽国际频道,http://pan.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.35 MB/s
安徽国际频道,http://home.pinkfloyd.cn:5000/rtp/238.1.78.61:6360 -- 0.43 MB/s
安徽国际频道,http://yc.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.42 MB/s
安徽国际频道,http://60.168.229.231:2000/rtp/238.1.78.61:6360 -- 0.11 MB/s
安徽国际频道,http://op.191919.xyz:8888/rtp/238.1.78.61:6360 -- 0.44 MB/s
安徽国际频道,http://ak.igeizhe.com:2000/rtp/238.1.78.61:6360 -- 0.06 MB/s
安徽影视频道HD,http://op.191919.xyz:8888/rtp/238.1.79.42:4448 -- 0.44 MB/s
安徽影视频道HD,http://pan.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.01 MB/s
安徽影视频道HD,http://60.168.229.231:2000/rtp/238.1.79.42:4448 -- 0.02 MB/s
安徽影视频道HD,http://ak.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.27 MB/s
安徽影视频道HD,http://yun.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.24 MB/s
安徽影视频道HD,http://tv.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.34 MB/s
安徽影视频道HD,http://114.96.132.130:8888/rtp/238.1.79.42:4448 -- 0.42 MB/s
安徽影视频道HD,http://h.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.28 MB/s
安徽影视频道HD,http://cr.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.24 MB/s
安徽影视频道HD,http://yc.igeizhe.com:2000/rtp/238.1.79.42:4448 -- 0.25 MB/s
安徽影视频道HD,http://60.168.230.197:2000/rtp/238.1.79.42:4448 -- 0.25 MB/s
安徽影视频道HD,http://nas.191919.xyz:8888/rtp/238.1.79.42:4448 -- 0.15 MB/s
安徽影视频道HD,http://223.240.180.139:8888/rtp/238.1.79.42:4448 -- 0.25 MB/s
安徽经济生活HD,http://op.191919.xyz:8888/rtp/238.1.79.44:4464 -- 0.44 MB/s
安徽经济生活HD,http://ak.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.44 MB/s
安徽经济生活HD,http://yun.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.25 MB/s
安徽经济生活HD,http://yc.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.12 MB/s
安徽经济生活HD,http://nas.191919.xyz:8888/rtp/238.1.79.44:4464 -- 0.22 MB/s
安徽经济生活HD,http://60.168.229.231:2000/rtp/238.1.79.44:4464 -- 0.25 MB/s
安徽经济生活HD,http://cr.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.24 MB/s
安徽经济生活HD,http://pan.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.25 MB/s
安徽经济生活HD,http://tv.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.24 MB/s
安徽经济生活HD,http://223.240.180.139:8888/rtp/238.1.79.44:4464 -- 0.25 MB/s
安徽经济生活HD,http://114.96.132.130:8888/rtp/238.1.79.44:4464 -- 0.41 MB/s
安徽经济生活HD,http://60.168.230.197:2000/rtp/238.1.79.44:4464 -- 0.25 MB/s
安徽经济生活HD,http://h.igeizhe.com:2000/rtp/238.1.79.44:4464 -- 0.26 MB/s
安徽经济生活HD,http://ipv4.dawei.us.kg:4000/rtp/238.1.79.44:4464 -- 0.05 MB/s
安徽综艺体育HD,http://tv.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.25 MB/s
安徽综艺体育HD,http://60.168.230.197:2000/rtp/238.1.79.41:4440 -- 0.25 MB/s
安徽综艺体育HD,http://op.191919.xyz:8888/rtp/238.1.79.41:4440 -- 0.06 MB/s
安徽综艺体育HD,http://yun.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.25 MB/s
安徽综艺体育HD,http://h.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.25 MB/s
安徽综艺体育HD,http://yc.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.14 MB/s
安徽综艺体育HD,http://60.168.229.231:2000/rtp/238.1.79.41:4440 -- 0.10 MB/s
安徽综艺体育HD,http://114.96.132.130:8888/rtp/238.1.79.41:4440 -- 0.43 MB/s
安徽综艺体育HD,http://ak.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.25 MB/s
安徽综艺体育HD,http://nas.191919.xyz:8888/rtp/238.1.79.41:4440 -- 0.14 MB/s
安徽综艺体育HD,http://cr.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.43 MB/s
安徽综艺体育HD,http://pan.igeizhe.com:2000/rtp/238.1.79.41:4440 -- 0.41 MB/s
定远新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.03 MB/s
定远新闻综合,http://60.168.229.231:2000/rtp/238.1.78.205:7512 -- 0.04 MB/s
定远新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.01 MB/s
定远新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.02 MB/s
定远新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.04 MB/s
定远新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.205:7512 -- 0.01 MB/s
定远新闻综合,http://223.240.180.139:8888/rtp/238.1.78.205:7512 -- 0.03 MB/s
定远新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.02 MB/s
定远新闻综合,http://60.168.230.197:2000/rtp/238.1.78.205:7512 -- 0.04 MB/s
定远新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.01 MB/s
定远新闻综合,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.205:7512 -- 0.04 MB/s
定远新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.205:7512 -- 0.03 MB/s
